level,word,translation
B1,take off,знімати одяг
B1,give back,повертати
B1,take back,повертати
B1,bring back,приносити назад
B1,call back,передзвонювати
B1,hang up,класти слухавку
B1,fill in,заповнювати
B1,write down,записувати
B1,set up,налаштовувати / організовувати
B1,run out of,закінчитися
B1,deal with,мати справу з / справлятися з
B1,grow up,вирости
B1,carry on,продовжувати
B1,keep on,продовжувати
B1,calm down,заспокоюватися
B1,cheer up,підбадьоритися / підбадьорити
B1,hurry up,поспішати
B1,wait for,чекати на
B1,a piece of cake,дуже легко
B1,break the ice,розрядити атмосферу / започаткувати розмову
B1,under the weather,почуватися недобре
B1,once in a blue moon,дуже рідко
B1,better late than never,"краще пізно, ніж ніколи"
B1,no big deal,нічого страшного
B1,good luck,удачі
B1,fingers crossed,тримаю кулачки
B1,take your time,не поспішай
B1,in a hurry,поспішаючи
B1,on time,вчасно
B1,in time,вчасно / до потрібного моменту
B1,of course,звичайно
B1,for example,наприклад
B1,in my opinion,на мою думку
B1,as far as I know,наскільки я знаю
B1,it depends,це залежить
B1,to be honest,чесно кажучи
B1,by the way,до речі
B1,at the moment,наразі / зараз
B1,in the end,зрештою
B1,at first,спочатку
B1,for a while,деякий час
B1,a lot of,багато
B1,a little,трохи
B1,a few,декілька
B1,not at all,зовсім ні
B1,as usual,як завжди
B1,in fact,насправді
B2,crime,злочин
B2,criminal,злочинець / кримінальний
B2,criminal,злочинний
B2,offence / offense,правопорушення
B2,law,закон
B2,legal,законний / юридичний
B2,illegal,незаконний
B2,justice,правосуддя / справедливість
B2,court,суд
B2,judge,суддя
B2,defendant,підсудний / обвинувачений
B2,victim,жертва / потерпілий
B2,witness,свідок
B2,suspect,підозрюваний
B2,prison,в'язниця
B2,prisoner,ув'язнений
B2,sentence,вирок / покарання
B2,trial,судовий процес
B2,evidence,докази
B2,proof,доказ
B2,investigation,розслідування
B2,investigator,слідчий
B2,police investigation,поліцейське розслідування
B2,arrest,арешт / заарештовувати
B2,charge,звинувачення / висувати звинувачення
B2,accuse,звинувачувати
B2,convict,визнавати винним / засуджувати
B2,guilty,винний
B2,innocent,невинний
B2,punishment,покарання
B2,fine,штраф
B2,jail,в'язниця / тюрма
B2,theft,крадіжка
B2,thief,злодій
B2,robbery,пограбування
B2,robber,грабіжник
B2,burglary,крадіжка зі зломом
B2,burglar,квартирний злодій
B2,murder,вбивство
B2,murderer,вбивця
B2,assault,напад / фізичний напад
B2,fraud,шахрайство
B2,scam,афера / шахрайство
B2,bribery,хабарництво
B2,bribe,хабар
B2,corruption,корупція
B2,kidnapping,викрадення людини
B2,blackmail,шантаж
B2,vandalism,вандалізм
B2,cybercrime,кіберзлочинність
B2,drug dealing,торгівля наркотиками
B2,self-defence,самооборона
B2,warrant,ордер
B2,alibi,алібі
B2,motive,мотив
B2,fingerprint,відбиток пальця
B2,DNA,ДНК
B2,security camera,камера спостереження
B2,break the law,порушувати закон
B2,obey the law,дотримуватися закону
B2,commit a crime,скоїти злочин
B2,report a crime,повідомити про злочин
B2,press charges,висунути звинувачення
B2,plead guilty,визнати свою провину
B2,plead not guilty,не визнати себе винним
B2,serve a sentence,відбувати покарання
B2,be sentenced to,бути засудженим до
B2,be arrested for,бути заарештованим за
B2,be charged with,бути звинуваченим у
B2,be found guilty,бути визнаним винним
B2,be found innocent,бути визнаним невинним
B2,bring someone to justice,притягнути когось до відповідальності
B2,environmental,екологічний
B2,greenhouse effect,парниковий ефект
B2,greenhouse gas,парниковий газ
B2,carbon dioxide,вуглекислий газ
B2,carbon footprint,вуглецевий слід
B2,emission,викид
B2,soil pollution,забруднення ґрунту
B2,waste,відходи / марнування
B2,toxic waste,токсичні відходи
B2,landfill,сміттєзвалище
B2,recyclable,придатний до переробки
B2,renewable energy,відновлювана енергія
B2,solar energy,сонячна енергія
B2,wind energy,вітрова енергія
B2,fossil fuels,викопне паливо
B2,coal,вугілля
B2,oil,нафта
B2,natural gas,природний газ
B2,resource,ресурс
B2,natural resources,природні ресурси
B2,energy consumption,споживання енергії
B2,deforestation,вирубка лісів
B2,desertification,опустелювання
B2,drought,посуха
B2,flood,повінь
B2,wildfire,лісова пожежа
B2,extreme weather,екстремальні погодні явища
B2,natural disaster,стихійне лихо
B2,earthquake,землетрус
B2,hurricane,ураган
B2,species,вид
B2,endangered species,"види, що перебувають під загрозою зникнення"
B2,wildlife,дика природа / дикі тварини
B2,habitat,середовище існування
B2,ecosystem,екосистема
B2,biodiversity,біорізноманіття
B2,conservation,охорона природи
B2,sustainability,сталий розвиток
B2,sustainable,сталий / екологічно безпечний
B2,eco-friendly,екологічний
B2,organic,органічний
B2,overpopulation,перенаселення
B2,poverty,бідність
B2,inequality,нерівність
B2,hunger,голод
B2,homelessness,бездомність
B2,unemployment,безробіття
B2,migration,міграція
B2,refugee,біженець
B2,global issue,глобальна проблема
B2,social issue,соціальна проблема
B2,human rights,права людини
B2,reduce emissions,зменшувати викиди
B2,protect the environment,захищати довкілля
B2,save energy,економити енергію
B2,reduce waste,зменшувати кількість відходів
B2,recycle waste,переробляти відходи
B2,use renewable energy,використовувати відновлювану енергію
B2,raise awareness,підвищувати обізнаність
B2,take action,вживати заходів
B2,tackle a problem,боротися з проблемою
B2,have an impact on,впливати на
B2,industry,галузь
B2,market research,дослідження ринку
B2,competitor,конкурент
B2,competition,конкуренція
B2,customer,клієнт / покупець
B2,consumer,споживач
B2,target audience,цільова аудиторія
B2,target market,цільовий ринок
B2,brand awareness,впізнаваність бренду
B2,product,продукт / товар
B2,advertisement,реклама
B2,advertising,реклама
B2,campaign,кампанія
B2,marketing strategy,маркетингова стратегія
B2,marketing campaign,маркетингова кампанія
B2,social media marketing,маркетинг у соцмережах
B2,content creator,творець контенту
B2,promotion,просування
B2,sales,продажі
B2,revenue,дохід / виручка
B2,cost,вартість / витрати
B2,investor,інвестор
B2,share,акція / частка
B2,stock market,фондовий ринок
B2,startup,стартап
B2,entrepreneurship,підприємництво
B2,department,відділ
B2,management,управління / менеджмент
B2,leadership,лідерство
B2,position,посада
B2,career,кар'єра
B2,promotion,підвищення
B2,wage,заробітна плата
B2,bonus,премія / бонус
B2,contract,контракт
B2,workload,робоче навантаження
B2,deadline,кінцевий термін
B2,responsibility,відповідальність
B2,achievement,досягнення
B2,opportunity,можливість
B2,resign,звільнятися за власним бажанням
B2,retire,виходити на пенсію
B2,hire,наймати
B2,fire,звільняти
B2,promote,підвищувати на посаді
B2,manage,керувати
B2,lead,очолювати
B2,launch,запускати
B2,expand,розширювати
B2,grow,зростати / розвиватися
B2,compete,конкурувати
B2,negotiate,вести переговори
B2,persuade,переконувати
B2,advertise,рекламувати
B2,promote a product,просувати продукт
B2,increase sales,збільшувати продажі
B2,make a profit,отримувати прибуток
B2,reduce costs,скорочувати витрати
B2,meet a deadline,вкластися в дедлайн
B2,gain experience,отримувати досвід
B2,build a career,будувати кар'єру
B2,run a business,керувати бізнесом
B2,start a business,започаткувати бізнес
B2,work your way up,просуватися кар'єрними сходами
B2,work under pressure,працювати під тиском
B2,be in charge of,відповідати за / керувати
B2,take responsibility for,брати відповідальність за
B2,medicine,медицина
B2,medical,медичний
B2,healthcare,охорона здоров'я
B2,healthcare system,система охорони здоров'я
B2,treatment,лікування
B2,diagnosis,діагноз / діагностика
B2,condition,стан / захворювання
B2,specialist,спеціаліст
B2,surgeon,хірург
B2,researcher,дослідник
B2,laboratory / lab,лабораторія
B2,experiment,експеримент
B2,study,дослідження
B2,theory,теорія
B2,discovery,відкриття
B2,invention,винахід
B2,vaccine,вакцина
B2,virus,вірус
B2,bacteria,бактерії
B2,infection,інфекція
B2,cancer,рак
B2,diabetes,діабет
B2,allergy,алергія
B2,heart disease,серцево-судинне захворювання
B2,mental health,психічне здоров'я
B2,blood pressure,кров'яний тиск
B2,immune system,імунна система
B2,organ,орган
B2,cell,клітина
B2,gene,ген
B2,lung,легеня
B2,drug,лікарський препарат
B2,prescription,рецепт
B2,side effect,побічний ефект
B2,operation,операція
B2,surgery,хірургічне втручання
B2,emergency,надзвичайна ситуація
B2,ambulance,швидка допомога
B2,prevent,запобігати
B2,treat,лікувати
B2,cure,виліковувати
B2,diagnose,діагностувати
B2,examine,оглядати / досліджувати
B2,prescribe,призначати ліки
B2,suffer from,страждати від
B2,carry out research,проводити дослідження
B2,conduct an experiment,проводити експеримент
B2,make a discovery,зробити відкриття
B2,prove a theory,довести теорію
B2,collect data,збирати дані
B2,analyse data,аналізувати дані
B2,scientific evidence,наукові докази
B2,according to research,згідно з дослідженнями
B2,make a decision,прийняти рішення
B2,make a mistake,зробити помилку
B2,make an effort,докладати зусиль
B2,make a difference,змінювати ситуацію / мати значення
B2,make an assumption,робити припущення
B2,make a complaint,подавати скаргу
B2,take advantage of,скористатися
B2,take part in,брати участь
B2,take into account,брати до уваги
B2,take a risk,ризикувати
B2,take control of,взяти під контроль
B2,have an impact,мати вплив
B2,have access to,мати доступ до
B2,have a positive effect,мати позитивний ефект
B2,have a negative effect,мати негативний ефект
B2,pay attention,звертати увагу
B2,pay a fine,платити штраф
B2,pay a visit,відвідати
B2,keep a promise,дотримуватися обіцянки
B2,keep a secret,зберігати секрет
B2,reach an agreement,досягти домовленості
B2,reach a conclusion,дійти висновку
B2,raise money,збирати гроші
B2,meet expectations,виправдати очікування
B2,solve a problem,вирішити проблему
B2,deal with a problem,мати справу з проблемою
B2,face a challenge,зіткнутися з викликом
B2,overcome a problem,подолати проблему
B2,achieve a goal,досягти мети
B2,achieve success,досягти успіху
B2,gain confidence,набути впевненості
B2,lose confidence,втратити впевненість
B2,strongly believe,твердо вірити
B2,deeply concerned,глибоко стурбований
B2,highly successful,надзвичайно успішний
B2,widely known,широко відомий
B2,closely related,тісно пов'язаний
B2,seriously injured,серйозно травмований
B2,completely different,повністю відмінний
B2,highly competitive,дуже конкурентний
B2,financially independent,фінансово незалежний
B2,bring up,порушувати тему / виховувати
B2,bring about,спричиняти
B2,bring in,приносити дохід / вводити
B2,carry out,виконувати / проводити
B2,come across,випадково натрапити
B2,come up with,придумати
B2,cut off,відключити / відрізати
B2,end up,зрештою опинитися
B2,figure out,розібратися / зрозуміти
B2,get across,донести ідею
B2,get away with,уникнути покарання за
B2,get over,подолати / оговтатися
B2,get rid of,позбутися
B2,give in,поступитися
B2,go ahead,продовжувати / починати
B2,go through,пройти через / пережити
B2,keep up with,встигати за
B2,look into,розслідувати / розглянути
B2,look up to,поважати / захоплюватися
B2,look down on,дивитися зверхньо
B2,point out,вказувати / зазначати
B2,put off,відкладати
B2,put up with,терпіти
B2,run into,випадково зустріти / зіткнутися
B2,sort out,владнати / розібратися
B2,stand for,означати / представляти
B2,take after,бути схожим на родича
B2,take up,почати займатися
B2,turn down,відмовити / зменшити
B2,turn out,виявитися
B2,break down,зламатися / втратити контроль
B2,break into,проникнути зі зломом
B2,break out,спалахнути / початися
B2,call off,скасувати
B2,come up,виникнути
B2,fall apart,розпастися
B2,hold on,зачекати / триматися
B2,let down,підвести
B2,look forward to,з нетерпінням чекати
B2,put forward,запропонувати
B2,set off,вирушити / спричинити
B2,take over,перебрати контроль
B2,think over,обдумати
B2,turn up,з'явитися / збільшити
B2,a blessing in disguise,приховане благо
B2,hit the nail on the head,влучити в саму точку
B2,cost an arm and a leg,коштувати дуже дорого
B2,speak of the devil,легкий на помині
B2,the tip of the iceberg,лише верхівка айсберга
B2,go the extra mile,докласти додаткових зусиль
B2,get the ball rolling,розпочати процес
B2,be on the same page,однаково розуміти ситуацію
B2,think outside the box,мислити нестандартно
B2,a win-win situation,"ситуація, вигідна для всіх"
B2,in the long run,у довгостроковій перспективі
B2,at the end of the day,зрештою
B2,by all means,неодмінно / звичайно
B2,on the other hand,з іншого боку
B2,in the meantime,тим часом
B2,sooner or later,рано чи пізно
B2,from scratch,з нуля
B2,in charge of,відповідальний за
B2,out of the blue,абсолютно несподівано
B2,on the spot,на місці / одразу
B2,under pressure,під тиском
B2,out of control,поза контролем
B2,in the middle of,посередині / в процесі
B2,in advance,заздалегідь
B2,for good,назавжди
B2,at risk,під загрозою / у зоні ризику
B2,in the public eye,на очах у громадськості
B2,behind the scenes,за лаштунками
B2,read between the lines,читати між рядків
B2,miss the point,не зрозуміти суті
B2,see eye to eye,бути однієї думки
B2,keep an eye on,стежити за
B2,give someone a hand,допомогти комусь
B2,make ends meet,зводити кінці з кінцями
B2,break even,вийти в нуль
B2,pull someone's leg,жартувати над кимось
B2,spill the beans,видати секрет
B2,bite the bullet,змиритися з неприємною ситуацією й зробити необхідне
B2,call it a day,закінчити роботу на сьогодні
B2,take it easy,не напружуватися / розслабитися
B2,better safe than sorry,краще перестрахуватися
B2,the last straw,остання крапля
C1,concept,поняття / концепція
C1,notion,поняття / уявлення
C1,idea,ідея
C1,perspective,перспектива / погляд
C1,viewpoint,точка зору
C1,approach,підхід
C1,principle,принцип
C1,value,цінність
C1,belief,переконання
C1,assumption,припущення
C1,perception,сприйняття
C1,awareness,усвідомлення
C1,consciousness,свідомість
C1,identity,ідентичність
C1,existence,існування
C1,reality,реальність
C1,truth,істина / правда
C1,meaning,значення / сенс
C1,purpose,мета / призначення
C1,freedom,свобода
C1,morality,мораль
C1,ethics,етика
C1,justice,справедливість / правосуддя
C1,equality,рівність
C1,humanity,людство / гуманність
C1,individuality,індивідуальність
C1,society,суспільство
C1,community,спільнота
C1,culture,культура
C1,tradition,традиція
C1,progress,прогрес
C1,development,розвиток
C1,change,зміна
C1,power,влада / сила
C1,authority,авторитет / влада
C1,influence,вплив
C1,control,контроль
C1,free will,свобода волі
C1,fate,доля
C1,chance,випадковість / шанс
C1,rationality,раціональність
C1,logic,логіка
C1,reasoning,міркування
C1,intuition,інтуїція
C1,wisdom,мудрість
C1,ignorance,необізнаність / невігластво
C1,certainty,впевненість / визначеність
C1,uncertainty,невизначеність
C1,possibility,можливість
C1,probability,ймовірність
C1,consequence,наслідок
C1,contradiction,суперечність
C1,paradox,парадокс
C1,bias,упередженість
C1,objectivity,об'єктивність
C1,subjectivity,суб'єктивність
C1,complexity,складність
C1,ambiguity,неоднозначність
C1,controversy,суперечка / спірне питання
C1,phenomenon,явище
C1,dimension,аспект / вимір
C1,context,контекст
C1,implication,прихований наслідок / значення
C1,significance,значущість
C1,relevance,доречність / актуальність
C1,fundamental,фундаментальний
C1,essential,суттєвий / необхідний
C1,abstract,абстрактний
C1,concrete,конкретний
C1,complex,складний
C1,subtle,тонкий / нюансований
C1,profound,глибокий
C1,meaningful,значущий
C1,universal,універсальний
C1,subjective,суб'єктивний
C1,objective,об'єктивний
C1,rational,раціональний
C1,irrational,ірраціональний
C1,ethical,етичний
C1,moral,моральний
C1,immoral,аморальний
C1,politics,політика
C1,politician,політик
C1,government,уряд
C1,state,держава
C1,citizen,громадянин
C1,citizenship,громадянство
C1,democracy,демократія
C1,democratic,демократичний
C1,dictatorship,диктатура
C1,election,вибори
C1,electorate,електорат
C1,vote,голос / голосувати
C1,voter,виборець
C1,political party,політична партія
C1,opposition,опозиція
C1,policy,політика / курс / стратегія
C1,legislation,законодавство
C1,constitution,конституція
C1,reform,реформа
C1,institution,інституція
C1,bureaucracy,бюрократія
C1,transparency,прозорість
C1,accountability,підзвітність / відповідальність
C1,governance,управління / врядування
C1,public sector,державний сектор
C1,private sector,приватний сектор
C1,civil society,громадянське суспільство
C1,civil rights,громадянські права
C1,freedom of speech,свобода слова
C1,freedom of expression,свобода вираження поглядів
C1,social justice,соціальна справедливість
C1,social inequality,соціальна нерівність
C1,social class,соціальний клас
C1,working class,робітничий клас
C1,middle class,середній клас
C1,upper class,вищий клас
C1,wealth,багатство
C1,social mobility,соціальна мобільність
C1,discrimination,дискримінація
C1,prejudice,упередження
C1,stereotype,стереотип
C1,inclusion,інклюзія
C1,exclusion,виключення / ізоляція
C1,diversity,різноманіття
C1,minority,меншина
C1,majority,більшість
C1,population,населення
C1,demographic,демографічний показник / демографічна група
C1,immigration,імміграція
C1,emigration,еміграція
C1,urbanisation,урбанізація
C1,urban development,міський розвиток
C1,urban planning,міське планування
C1,city planning,планування міста
C1,infrastructure,інфраструктура
C1,housing,житло
C1,housing shortage,дефіцит житла
C1,affordable housing,доступне житло
C1,neighbourhood,район / мікрорайон
C1,suburb,передмістя
C1,outskirts,околиці
C1,downtown,центральна частина міста
C1,population density,щільність населення
C1,traffic congestion,затори / перевантаженість доріг
C1,urban sprawl,розростання міста
C1,green space,зелена зона
C1,public space,громадський простір
C1,pedestrian zone,пішохідна зона
C1,gentrification,джентрифікація
C1,sustainable development,сталий розвиток
C1,urban regeneration,відновлення / оновлення міських районів
C1,quality of life,якість життя
C1,large,великий за розміром / масштабний
C1,huge,величезний
C1,enormous,надзвичайно великий
C1,massive,масивний / дуже великий
C1,tiny,крихітний
C1,minor,незначний
C1,negligible,мізерний / незначний
C1,significant,значущий / істотний
C1,crucial,критично важливий
C1,vital,життєво необхідний
C1,intriguing,інтригуючий / дуже цікавий
C1,fascinating,захопливий
C1,compelling,переконливий / захопливий
C1,appealing,привабливий / приємний
C1,stunning,приголомшливо красивий
C1,gorgeous,надзвичайно красивий
C1,pleased,задоволений
C1,delighted,дуже задоволений / у захваті
C1,content,задоволений / вдоволений
C1,thrilled,надзвичайно схвильований / у захваті
C1,unhappy,нещасливий
C1,upset,засмучений / схвильований
C1,disappointed,розчарований
C1,devastated,спустошений / надзвичайно засмучений
C1,annoyed,роздратований
C1,irritated,роздратований
C1,frustrated,розчарований через перешкоди
C1,furious,шалено злий
C1,outraged,обурений
C1,clever,кмітливий
C1,intelligent,інтелектуально розвинений
C1,bright,здібний / тямущий
C1,wise,мудрий
C1,sensible,розсудливий
C1,unusual,незвичайний
C1,odd,дивний / чудернацький
C1,peculiar,своєрідний / дивний
C1,weird,дуже дивний
C1,issue,питання / проблема
C1,difficulty,труднощі
C1,obstacle,перешкода
C1,challenge,складне завдання / виклик
C1,matter,питання / справа
C1,tell,повідомляти / розповідати
C1,state,заявляти
C1,claim,стверджувати
C1,argue,стверджувати й наводити аргументи
C1,assert,наполегливо стверджувати
C1,mention,згадувати
C1,believe,вважати / вірити
C1,assume,припускати
C1,suppose,припускати
C1,consider,розглядати / вважати
C1,reckon,вважати / припускати
C1,maintain,стверджувати / наполягати
C1,assist,допомагати
C1,support,підтримувати
C1,facilitate,сприяти / полегшувати
C1,enable,робити можливим
C1,alter,змінювати
C1,modify,змінювати / коригувати
C1,adjust,коригувати / пристосовувати
C1,transform,докорінно змінювати
C1,adapt,адаптувати / пристосовувати
C1,begin,починати
C1,launch,запускати / розпочинати
C1,initiate,ініціювати
C1,undertake,братися за / здійснювати
C1,demonstrate,демонструвати
C1,illustrate,ілюструвати / показувати на прикладі
C1,indicate,вказувати
C1,reveal,розкривати / виявляти
C1,highlight,підкреслювати / виділяти
C1,academic writing,академічне письмо
C1,academic language,академічна мова
C1,argument,аргумент
C1,claim,твердження
C1,counterargument,контраргумент
C1,reference,посилання / джерело
C1,citation,цитування
C1,quotation,цитата
C1,paraphrase,перефразування
C1,summary,резюме / короткий виклад
C1,analysis,аналіз
C1,interpretation,інтерпретація
C1,discussion,обговорення
C1,conclusion,висновок
C1,introduction,вступ
C1,paragraph,абзац
C1,thesis statement,теза
C1,research question,дослідницьке питання
C1,hypothesis,гіпотеза
C1,methodology,методологія
C1,findings,результати дослідження
C1,data,дані
C1,variable,змінна
C1,factor,фактор
C1,correlation,кореляція
C1,framework,структура / концептуальна основа
C1,validity,достовірність / валідність
C1,reliability,надійність
C1,objective,мета / ціль
C1,criterion,критерій
C1,aspect,аспект
C1,define,визначати
C1,analyse,аналізувати
C1,evaluate,оцінювати
C1,assess,оцінювати
C1,examine,досліджувати
C1,investigate,досліджувати
C1,suggest,припускати / свідчити
C1,imply,мати на увазі / передбачати
C1,establish,встановлювати / доводити
C1,identify,визначати / виявляти
C1,compare,порівнювати
C1,contrast,протиставляти
C1,interpret,інтерпретувати
C1,conclude,робити висновок
C1,justify,обґрунтовувати
C1,acknowledge,визнавати
C1,challenge,ставити під сумнів
C1,address,розглядати / порушувати питання
C1,emphasise,наголошувати
C1,elaborate,детально пояснювати
C1,contribute,сприяти / робити внесок
C1,conduct research,проводити дослідження
C1,draw a conclusion,робити висновок
C1,provide evidence,надавати докази
C1,support an argument,підтверджувати аргумент
C1,raise an issue,порушувати питання
C1,address an issue,розглядати проблему
C1,take into consideration,брати до уваги
C1,play a role,відігравати роль
C1,have implications,мати наслідки
C1,pose a threat,становити загрозу
C1,pose a challenge,становити виклик
C1,meet a requirement,відповідати вимозі
C1,achieve an objective,досягати мети
C1,achieve a goal,досягати цілі
C1,provide insight,давати глибше розуміння
C1,gain insight into,отримати уявлення про
C1,draw attention to,привертати увагу до
C1,shed light on,проливати світло на
C1,give rise to,спричиняти
C1,lead to,призводити до
C1,result in,призводити до
C1,result from,бути результатом
C1,stem from,походити від / бути спричиненим
C1,be associated with,бути пов'язаним із
C1,be linked to,бути пов'язаним із
C1,be relevant to,бути актуальним для
C1,be consistent with,відповідати / узгоджуватися з
C1,be subject to,підлягати / залежати від
C1,in terms of,з точки зору / щодо
C1,with regard to,щодо
C1,with respect to,стосовно
C1,in relation to,у зв'язку з / щодо
C1,deliverable,"результат / матеріал, який потрібно надати"
C1,stakeholder,зацікавлена сторона
C1,workflow,робочий процес
C1,productivity,продуктивність
C1,efficiency,ефективність
C1,performance,результативність
C1,feedback,зворотний зв'язок
C1,benchmark,еталонний показник
C1,milestone,ключовий етап
C1,priority,пріоритет
C1,strategy,стратегія
C1,target,цільовий показник
C1,outcome,результат
C1,output,результат / обсяг виконаної роботи
C1,input,внесок / вхідні дані
C1,capacity,спроможність / ресурсна можливість
C1,scalability,масштабованість
C1,profit margin,маржа прибутку
C1,return on investment,окупність інвестицій
C1,value proposition,ціннісна пропозиція
C1,competitive advantage,конкурентна перевага
C1,customer retention,утримання клієнтів
C1,brand positioning,позиціонування бренду
C1,market share,частка ринку
C1,business model,бізнес-модель
C1,risk assessment,оцінка ризиків
C1,problem-solving,вирішення проблем
C1,decision-making,прийняття рішень
C1,team-building,командоутворення
C1,networking,професійне налагодження зв'язків
C1,work-life balance,баланс між роботою та особистим життям
C1,a double-edged sword,двосічний меч / щось із позитивними й негативними наслідками
C1,a grey area,сіра зона / неоднозначне питання
C1,a slippery slope,"небезпечний шлях, що може призвести до гірших наслідків"
C1,the bigger picture,загальна картина
C1,a wake-up call,тривожний сигнал / привід схаменутися
C1,a turning point,переломний момент
C1,a vicious circle,замкнене коло
C1,a vicious cycle,порочне коло
C1,a chain reaction,ланцюгова реакція
C1,a snowball effect,ефект снігової кулі
C1,a domino effect,ефект доміно
C1,a ripple effect,хвильовий ефект / низка наслідків
C1,the elephant in the room,"очевидна проблема, яку всі ігнорують"
C1,the bottom line,головний висновок / суть
C1,the bigger fish to fry,є важливіші справи
C1,a storm in a teacup,буря в склянці води
C1,much ado about nothing,багато галасу з нічого
C1,go down a rabbit hole,зануритися в тему й втратити відчуття часу
C1,open a can of worms,відкрити складну / проблемну тему
C1,put something under the microscope,детально досліджувати
C1,move the goalposts,змінювати умови / правила в процесі
C1,hit a nerve,зачепити болючу тему
C1,strike a chord,викликати сильний відгук
C1,rock the boat,порушити стабільність / створити проблеми
C1,keep something at bay,тримати щось під контролем / не допускати
C1,weather the storm,пережити складний період
C1,weather the crisis,пережити кризу
C1,on thin ice,бути в небезпечному становищі
C1,burn bridges,спалювати мости
C1,cross that bridge when we come to it,"вирішувати проблему, коли вона виникне"
C1,cut to the chase,перейти до суті
C1,beat around the bush,ходити навколо суті
C1,get to the heart of the matter,дістатися суті питання
C1,not see eye to eye,не погоджуватися / мати різні погляди
C1,play devil's advocate,навмисно займати протилежну позицію
C1,devil is in the details,усе залежить від деталей
C1,food for thought,їжа для роздумів
C1,a matter of perspective,питання точки зору
C1,a fine line between,тонка межа між
C1,in a nutshell,коротко кажучи
C1,in the grand scheme of things,у ширшій перспективі
C1,by and large,загалом
C1,for the most part,здебільшого
C1,all things considered,з урахуванням усього
C1,when all is said and done,зрештою
C1,at face value,сприймати буквально / за номінальною цінністю
C1,for what it's worth,наскільки це має значення
C1,easier said than done,"легше сказати, ніж зробити"
C1,a tough pill to swallow,"неприємна правда, яку важко прийняти"
C1,kill two birds with one stone,вбити двох зайців одним пострілом
C1,put all your eggs in one basket,поставити все на одну карту
C1,have a lot on your plate,мати дуже багато справ
C1,be snowed under,бути заваленим роботою
C1,keep the ball rolling,підтримувати процес
C1,raise the bar,підвищувати стандарти
C1,set the bar high,встановлювати високу планку
C1,go against the grain,діяти всупереч загальноприйнятому
C1,break new ground,прокладати новий шлях / робити новаторську роботу
C1,stand your ground,відстоювати свою позицію
C1,take something with a pinch of salt,сприймати щось критично
C1,as far as I'm concerned,наскільки мене стосується / на мою думку
C1,from my perspective,з моєї точки зору
C1,from my point of view,з моєї точки зору
C1,in my view,на мою думку
C1,to my mind,на мою думку
C1,it could be argued that,"можна стверджувати, що"
C1,there is no denying that,"не можна заперечувати, що"
C1,there is no doubt that,"немає сумніву, що"
C1,it is worth noting that,"варто зазначити, що"
C1,it should be noted that,"слід зазначити, що"
C1,it is important to bear in mind that,"важливо пам'ятати, що"
C1,with this in mind,маючи це на увазі
C1,taking this into account,враховуючи це
C1,given that,"враховуючи, що"
C1,considering that,"беручи до уваги, що"
C1,in light of,у світлі / з огляду на
C1,as for,що стосується
C1,as regards,щодо
C1,when it comes to,коли йдеться про
C1,in contrast,на противагу
C1,by contrast,на відміну від цього
C1,on the contrary,навпаки
C1,conversely,навпаки / з іншого боку
C1,nevertheless,тим не менш
C1,nonetheless,тим не менш
C1,even so,навіть так
C1,despite this,попри це
C1,in spite of this,незважаючи на це
C1,whereas,тоді як
C1,albeit,"хоча / попри те, що"
C1,provided that,"за умови, що"
C1,assuming that,"припускаючи, що"
C1,unless,якщо не
C1,otherwise,інакше
C1,therefore,тому / отже
C1,thus,таким чином
C1,hence,звідси / отже
C1,consequently,отже / внаслідок цього
C1,as a result,у результаті
C1,as a consequence,як наслідок
C1,accordingly,відповідно / тому
C1,for this reason,з цієї причини
C1,that being said,з огляду на це / водночас
C1,having said that,водночас / попри це
C1,be that as it may,як би там не було
C1,in any case,у будь-якому разі
C1,in any event,у будь-якому разі
C1,either way,у будь-якому випадку
C1,to put it another way,іншими словами
C1,in other words,іншими словами
C1,to put it simply,простіше кажучи
C1,more specifically,конкретніше
C1,more importantly,що важливіше
C1,most importantly,найважливіше
C1,above all,передусім
C1,in particular,зокрема
C1,namely,а саме
C1,to illustrate,щоб проілюструвати
C1,by comparison,для порівняння
C1,similarly,подібним чином
C1,likewise,так само
C1,furthermore,крім того
C1,moreover,більше того
C1,not only... but also...,"не лише..., а й..."
C1,to some extent,певною мірою
C1,to a certain extent,певною мірою
C1,in some respects,у деяких аспектах
C1,generally speaking,загалом кажучи
C1,broadly speaking,загалом кажучи
C1,strictly speaking,строго кажучи
C1,ultimately,зрештою / в кінцевому підсумку
C1,overall,загалом
C1,in essence,по суті
C1,essentially,по суті
C1,fundamentally,принципово / по суті
